teks,label
"Manajemen bank tdk mau pusing, yg terdampak adalah customer, angsuran terlambat terkena DENDA ( wajar ) angsuran lebih cepat dilunasi terkena PENALTY PLUS ( maju kena mundur kena )",negatif
Syarat kur harus gsk punya utang dibank lain..kurang tau emang hrus seperti itu atau cm akal2 an bank,netral
Kur masih dibatasi kalau di tempat saya hanya 30 juta saja pak Purbaya itu harus sertifikat,negatif
"UMKM hanya kedok, yg menikmati tetap para petinggi, kerabat dan keluarga nya, ayo seluruh UMKM bersuara",negatif
"Dirut BNI, Mandiri sama BRI ganti aja ga support sama kebijakan Menkeu itu..
Apalagi pengawas danantara pak Purbaya",positif
Kayak gak tau aja mainan bank,netral
Kusudah curiga sejak awal kita. Semua taulah pola pikir management bank,negatif
Kinerja itu seperti ini. Tidak mengumbar janji. Tapi fokus menjalankan program; pastinya yg pro rakyat; program yg berdampak langsung utk masyarakat.,positif
ALHAMDULILLAH.. SEHAT SELALU BAPAK PURBAYA. TERUS BEKERJA UNTUK RAKYAT,positif
Mapia semua pak direktur Bank. Ngak logika dana sebesar itu tersalurkan hitungan hari,positif
"Kalau uang udah di kasih ke derektur bang,sama hal nyah ngasih buat fia korupsi rakyat sangat sulit untuk mendapatkan keridit.",negatif
"Kemarin aq ke BRI OKI, mau pinjam kur, mereka bilang kur yang tanpa jaminan kuotanya habis. Entahlah",negatif
"Kemarin aq ke BRI OKI, mau pinjam kur, mereka bilang kur yang tanpa jaminan kuotanya habis. Entahlah",negatif
"Kemarin aq ke BRI OKI, mau pinjam kur, mereka bilang kur yang tanpa jaminan kuotanya habis. Entahlah",negatif
Bank bkn ati2 tp trlalu takut setoiran lancar aj gk d kasih pinjem,negatif
Kalau masyarakat mau pinjam KUR 100 juta kebawah malah di mintak anggunan oleh bank,negatif
"KUR BSI DI PERSULIT PAK , PDAHAL PERSYARATAN SMUA SUDAH TERPENUHI DAN SAYA BLM PERNAH MNJAM BANK PA JD HARUSNY AMAN ..",negatif
itu hanya berdampak pd karywan BRI saja😂,negatif
mau tau rahasianya. nih gua ksh tau. keluarga gua di BRI. bonus akhir tahunnya 15 jutaan,negatif
"Ganti ajah pak para direktur bang nyah pak,udah biasa hidup KKN,rakyat tetap susah mendapatkan keridit kur.",negatif
"Pak Pur jadi capek sendiri. Ada yg mau perbaiki sistem, tp sayang banyak jg oknum 'lama yg menginginkannya tetap bobrok",positif
"Sudah ada info ada kredit 1000T tdk dicairkan malah nambah 200T 
Saya yg tamat sd saja ngerti masak sekelas mentri begini 😂😂😂😂",negatif
Uang 200 trilyun mendingan buat pesangon pensiunan yg usia diatas 6 th,negatif
"Joss strategi jitu, jd keliatan dirut dirut karbitan gak kompeten...singkirkan",positif
"Jangan kasi bumn di jamin gak bakalan jalan, karena semua bumn gak ada yang bisa di andelin",negatif
Yaa pastilah ekonomi gk bergerak siapa yg berani pinjem uang itu bunuhdiri namanya di tambah bunga tinggi kan udh byk yg ingetin nanti bakal gak ngaruh ke ekonomi,negatif
Manager bank terutama di cabang-cabang 😂,negatif
"Bener pak,di lapangan KUR di bank ttp hrs ada syaratnya dgn jaminan...astaghfirullah,anda tdk salah tp para oknum-oknum lah yg byk salah...Kasian rakyat yg mengeluh tak bisa manfaatkan fasilitas dr anda😢😢😢",positif
"Dak heran entah berapa T toh rakyat masih susah 😢
OMON "" tok endingnya ZONK !!!",negatif
"Awal krisis perbank an th 98, bank menghimpun dana masy umum tapi menyalurkan kredit lebih byk ke group usaha mereka",negatif
Dana kur ga jalan,negatif
"Hati2 pihak perbank-kan, rakyat jgn sampai kcewa. Dampaknya luar biasa klo rakyat marah.",negatif
"Dari semenjak saya kecil SD... Diajarkan untuk menabung pak purbaya.... Nabung biar untung.... ITU DULU ....
KLo sekarang nabung di bank malah kena biaya admin dll....

MENABUNG PASTI UNTUNG....??????",negatif
Syarat pinjam di bank sangat berat dan repot. Dari 10 org hanya 1 yg berhasil caer,negatif
"*200T AKAN JADI BOOMERANG KE PURBAYA* , *JIKA BANK2 MENYELEWENGKAN DANA 200T*",negatif
"kami sekeluarga langgaran KUR di BRI p.mentri tp.untuk tahn 2025 kami mengajukan kembali sdh tdk ada kuota untuk kami katanya, hy boleh 2 X . Pdhl kami tdk pernah lepas baik pinjaman melalu KUR atau yg bukan KUR dan menjadi nasabah sdh mulai thn 1987, baru thn 2025 ini lepas dr BRI krn kuota kita habis katanya. Mohon di koreksi p.Purbaya.",negatif
"PIHAK BANK MEMAKAI DATA PALSU UNTUK MEMPERKAYA PARA PEGAWAI BANKNYA,..MEREKA MENGUMPULKAN DATA NASABAH KREDIT PALSU UNTUK PANCAIRAN KRIDIT FIKTIF,.KKN 😂😂😂 RKYAT HNYA DI CURI DATANYA SAJA😂",negatif
"rakyat kecil diarahkan ke pinjol....
SupAya kenA Slick ojk...
kur buat pejAbT aja",negatif
Hati2 Bank himbara. Rakyat jgn sampai marah.,netral
mestinya utk kesejahteraan pr pensuunan,positif
"Gw dulu pernah mengkritik kebijakan Purbaya ini, tpi gw habis di serang Buzer2 dongo'. Dan terbukti sekarang bahwa kebijakan itu tidak efektif",negatif
"Omon omon bos..anda seperti lilin kecil ditengah gelapnya ruangan...pengen jalan??MBG kasih tunai ke WALI MURID..KDMP biar kelompok masyarkat sistem pasat karya yang mengerjakan, dana desa dipotong buat mengawasi dipotong aja buat biaya pengawasan dan peeencanaan yg ketat",negatif
"Fakta tak se indah angan angan. 
Purbaya kebanyakan cari sensasi",negatif
"Sy punya pensiunan janda dan usaha loundry tp pinjam bang BRI untuk jaminan usaha gk di kasih mungkin karena sdh ada pinjaman melalui SK pensiunan,pdhl jalurnya beda KUR dan  pinjam jaminanSK",negatif
Ekonomi Indonesia semakin tidak baik2 saja. Banyak UMKM pada tutup. Kios2 pasar banyak yang di jual.  Semenjak ada mbg. Oknum2 pada main2,negatif
Bang BUMN munitu males malesan pan 😅😅,netral
BI dan Sri Mulyani itu satu madzhab ekonomi.,negatif
"Menkeu dikadalin😢kya ga tau aj bank kinerjanya kek gimn pak😮
Uang ga bnyak dikucurin ke masyarakat buat KUR itu,,ga tau diputer kek gimn..
Saya udh ga percaya bank,,dan dh ga mau pinjem² lagi",positif
Di sidak pak Purbaya.  Di lapangan beda pokoknya. Pak Purbaya aja bisa di kibulin apalagi ranyat kecil seperti kita2 ini. Lucu pokoknya negara ini,positif
Gimana mau berdampak klo yg pinjam cuma orang2 kaya saja..,negatif
Mlah di persulit. Kemarin adiku q nyairkan 20 jt minta jaminan sertifikat rumah. BRI unit Karangawen demak,negatif
BI kumpulan oknum mafia?,netral
"BANK SENTRAL SETIAP NEGARA MILIK THE FED (PERUSAHAAN YAHUDI) BUKAN MILIK NEGARA TERSEBUT , OLEH KARENA ITU  BANK INDONESIA DIPIMPIN GUBERNUR DAN PRESIDEN NYA DI US",negatif
Titip MGB,netral
"Buset buat minjem KUR aja susahnya setengah gila. Sudah dibilang sama Pemerintah tanpa agunan, tetap saja di HIMBARA kaga dijalankan",negatif
Tidak semudah itu Lorenzo...,netral
"kami aja minjam dana kebank aja dipersulit, karena penah telat sehari bayar playlater lah. padahal udah lunas semua udah 4 tahunan pun",negatif
"Akhir tahun bank Himbara mencetak laba trilliunan. 
Negara berbisnis dengan rakyat.",netral
"Pingin Pertumbuhan Ekonomi naik?  Naikkan gaji PNS,  PPPK,  TNI,  POLRI.  Kalau perlu naik Seperti Zaman Gusdur dulu.  Langsung naik 100 persen.  Zaman Gusdur,  negoro yo ora bangkrut, padahal gaji naik 100 persen.  Yo Pora.",positif
Sudah harus di tertibkan bank bank himbara,netral
sudah kuduga wkwkwk,netral
Ganti aja semua dirut bank semua sdh terkontaminasi sdh biasa enak biasa korupsi😢,negatif
Bkan pemerintah yg slah mengelola uang negara tapi pihak ke 2 dn 3 yg tidak mau percaya pada rakyat untuk meningkatkan ekonomi negara,positif
mantri2nya terlalu ketat ga ada yg mau minjem dana kur,negatif
"Disidak  jng bisa di sogok sm bank daerah orang
 bank banyak alasan
Di persulit  dan sombong sombong",negatif
"Pihak bank akan bermain aman, prudent, akan memberikan kredit pada pihak yang pasti² saja, yang masih remang² jgn berharap dapat kredit. Kalau kreditnya macet, pejabat bank bisa sutris bahkan bisa masuk kandang.",negatif
"Pak pur... Agustus lalu. Listrik naik  asalnya bayar 200rb per bulan, skarng 250rb,, naik 50rb,,... Ini adalah cara pemerintah memotong penghasilan rakyat.... Kejam pak",negatif
"Kebijakan purbaya banyak dijegal kepentingan kelompok dan golongan tertentu.
Tdk semua intitusi memprioritaskan kepentingan rakyat banyak.😢",negatif
"Pak purbaya pinjam dana di bank tampa  50  juta susah alasan banyak 
Daerah  jabar  cipanas cianjur
Bank mandiri",negatif
Lagian udh Jelas2 Di daerah butuh duit,netral
Bunga bank himbara msh tinggi dibandingkan bank swasta,negatif
"Gue tetap percaya purbaya... 
Masalah bank menyalurkan ke rakyat dan di persulit.... 
Kenapa harus jadi tanggung jawab purbaya???? 
regulasi kan di atur pemerintah dan DPR...",positif
Sebaiknya pemerintah membangun sarana dan prasarana di tempat2 baru agar ekonomi tidak hanya berputar di sekitar itu2 saja. Saya yakin membangun 1 sekolah bisa buka puluhan bahkan ratusan tenaga kerja.,positif
"Makanya, ini yg saya tanyakan 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂🎉🎉😂😂😂",netral
Selalu gak tepat sasaran,negatif
"Pastilah Pak yg diutamakan sekitar mereka dulu mau berapapun pinjamannya,kalo yg dibawah mau pinjam apa hrs minta surat ini itu ?  Maaf sebeumnya",netral
suami mau kompen d bank BRI tidak bisa katanya harus nambah kompen d atas 100jt.langsung tdk jadi kompen,negatif
"Saya menanyakan KUR mau pinjam lagi karena yg lalau sudah habis 2024
Jawaban Bank kalo sdh pernah pinjam KUR tidak bisa pinjam lagi
Apa benar begitu yg tahu mohon dijawab",netral
"MAU NYA MENKEU ,,UANG BERPUTAR KE BAWAH....TERNYATA HANYA PUTAR DI TEMPAT & KE ATAS",negatif
kur g bisa karna sistem bi cheking,netral
Bank sentral tidak boleh berpolitik tapi bertanggung jawab pada pertumbuhan ekonomi,positif
Kondisi ekonomi yg tdk menentu menyebabkan banyak org takut utk sepekulasi.. bank himbara masih kasih bunga 10%.. terasa berat banget dg kondisi seperti sekarang ini Pak,negatif
Kata e pinter tpi krja gak bener. Kasian pak pur udah bantuin tpi ....,negatif
Nyimak,netral
Saya sudah dua kali ngajuin kur tetap ga di terima,negatif
Bacot dulu mikir belakangan 😂😂😂,negatif
Berarti kebijakan dan analisis nya salah dong pak. Kan bapak dulu dengan PeDe nya meyakini kebijakan tersebut.,negatif
"Di sampai ke nasyarakat pak purbaya ,bank dak rela untuk pembiayaan umkm",negatif
"Pak pur petlu diketahui jika orang biasa pinjam di bank sistem yang digunakan itu apa? Karena cicilan sudsh lrbih dari separo tetnyata pokoknya  belum berkurang  , model seperti inilah yh memberatkan kami sebagai peminjam tolong untuk diperiksa",negatif
"Pernyataan Menteri Keuangan menunjukkan kesadaran akan tantangan makroekonomi dan komitmen terhadap koordinasi kebijakan yang lebih baik. 
Namun, untuk meyakinkan publik dan pasar, diperlukan:
- Transparansi data (terutama penerimaan pajak),
- Desentralisasi belanja agar tidak terlalu terpusat di Jakarta,
- Implementasi konkret dari janji deregulasi, dan
- Analisis mendalam atas kegagalan transmisi kebijakan moneter-fiskal sebelumnya.

Tanpa itu, target pertumbuhan 6% di 2026—meski menarik—berisiko menjadi optimisme tanpa fondasi operasional yang kuat.",positif
Mana nih yang dulu muji2 tindakan Purbaya😂😂,netral
"Iya pak,, KUR masih ruwet",negatif
Siapa yg mau percaya sama pejabat Konoha...mau gimana pun otak korupsi tetap maling..😅,negatif
"Cuma saran.., pengerak ekonomi terbesar Indonesia itu ya UMKM nah kalau itu dijaga pasti ekonomi muter contoh sebuah pabrik besar sekarang bisa langsung jual produk ke customer tanpa lewat pedagang kecil ya pasti umkm ambruk ambil contoh lagi untuk mendapatkan harga grosir dulu ada jumlah pembelian minimal nah sekarang beli 1 pcs harga grosir karena produsen sudah merangkap pengecer, bank yang awal core bisnisnya simpan pinjam kini beralih penjual pulsa, penjual tiket, penjual token ya pasti konter pulsa pun hancur..,nah dari sedikit contoh itu saja  bayangkan berapa banyak pelaku UMKM yang mati",positif
"Duh susahnya mau pinjem duit buat usaha aja pak..,""",negatif
Loh..kmrn pede pak,netral
Masyarakat yg mengajukan kur aja gk di kasih padqhal sudah nasqbah lama malah di suruh ngambil yg gk kur yg bunganya selqngit biarlah orang orang hk usah utang bank biqr pegawainya pada dudk duduk biar bqngkrut negara ini,negatif
"Semua mentri dan staf nya kenak kibulin yg di bawah 
Uang nya hanya untuk kelurga mereka dan pegawai nya saja tak akan sampek ke kami pak 
Semakin enk main kan uang itu😂",negatif
"200 T,,.mending serahkan ke saya saja pak...saya jamin tersalurkan ke umkm...pengusaha kaya dilarang kredit...",netral
"Pak boro boro mau berjalan dengan mesti nya orng kami minjam aja di persulit sama pimpinan bank , sumpah tak akan mau pinjam bank macam di enyek malah minjam bank tau nya kami orng mskin",negatif
NAAAH MULAI IKI KETORO,netral
Sabar pak Purbaya ....kedepan yakin berhasil ..,positif
Kita mo kredit susah... Ada aja alasannya...,negatif
"Mana ada uang jatuh kemasyarakat, pinjaman di bank aj dipersulit, hanya pihak2 tertentrntu yg bs pakai duit bank.",negatif
Banknya nyari aman,netral
".....😂😂😂........ ,  katanya PINTAR ....selama belum ada PEMIMPIN  yang berani menerapkan HUKUMAN MATI KORUPTOR diatas 10 milyar dengan pembuktian terbalik dan perampasan aset , siapapun yang memimpin hanya SINETRON , karena mereka tau RAKYAT nya BODOH dan haus SUPER HERO cukup kasih sembako dipilih de para SUTRADARA2 sinetron  ini.....,  buat de ribuan peraturan baru lagi.....😂😂😂 ...rakyat cukup kasih super hero yang namanya purbaya .... dan yang lain nambang deh......😂😂😂",negatif
"Baru kali ini ada Menteri Keuangan yang berani dan Tegas !
Pak Purbaya 👍👍",positif
"Pak purbaya,,kebijakan utk pinjaman KUR atau pun top up KUR tolong diperhatikan., sepertinya pihak bank selalu mempersulit,terutama bank BRI.,gmn perekonomian mau tumbuh di masyarakat menengah ke bawah klu dipersulit.,jgn giliran teman,keluarga,ataupun yg punya relasi di bank BRI di gampangkan urusannya.",positif
"para UMKM tetap di persulit dengan BI ceking dan syarat"" nya😅",negatif
Gak nyampe ke umkm kecil,negatif
"Dana kur hanya untuk pejabat dan keluarganya...cek saja...
Lama2 rusuh negri ini...rakyat kecil kaya ayam geprrek",negatif
"Kalau mau dana 200T itu benar-benar terasa: 
✔ Harus ada penjaminan kredit pemerintah 
✔ Insentif bagi bank yang agresif ke UMKM
✔ Intervensi suku bunga sektor produktif
✔ Negara ikut menanggung risiko (risk sharing)

Kalau tidak? Dana hanya muter di bank & SBN, ekonomi riil tetap ngos-ngosan.",positif
purbaya❤,positif
"Karena uang diedarkan ke sesama pejabat dan kerabat dekat pagawai bank, sementara UMKM masih dipersulit dgn agunan dan bunga tinggi, sementara KUR tidak tersalurkan dgn tepat",negatif
Ganti menterinya,negatif
"pak Yanuar sudah katakan : fansnya beliau bukan real pelaku ekonomi, tapi penikmat hype",netral
Mending naikin gaji pensiun pk 😢😢😢,positif
Uang di buat pejabat bank dan keluarganya,negatif
"Kita usaha kecil itu ga di percaya Paak pinjam di BRI takut macet katanya ,lebih baik mereka alihkan uang ke pengusaha besar da masuk deposito .jadi yang kaya semakin nya yang miskin tambah miskin dan kejepit.",negatif
Nah. Akhirnya..TERJAWAB SUDAH. Sy Tdk Ragu Dgn Kebijakan PAK PURBAYA. TAPI Saya ragu pada KINERJA Para DIRUT BANK HIMBARA..😊,positif
mulai kan?,netral
"Dana 200T tidak bisa sampai dirasakan rakyat Indonesia dalam bentuk KUR, karena para Dirut Bank Himbara bejat.",negatif
Ya di persulit pak pinjaman KUR. parah BRI.,negatif
Kalau gak Mampu Keluar Aja Ganti Lagi kagak abis abis ginta ganti gunta ganti Semua Cara Kerja nya sama KORUP,negatif
"Semoga ada pertolongan Tuhan shg bisa membaik ekonomi masyarakat kecil terutama, Aamiin 🤲",positif
Kerja nya jangan Banyak akting harus tulus jadi gak begini nih kebanyakan Akting nya Sani Sini Cuma Sesaat aja Semangat nya lama lama kendoooor Mental TEMPE,negatif
SMI TERTAWA MELIHAT INI,netral
"Pinjaman untuk pegawai negeri, TNI, polisi.. bunganya tinggi.....coba bunga seperti KUR... ekonomi pasti membaik",negatif
Coba dimudahkan pijman sk pkkk pw kan pasti naik ekonomi,positif
"Ekonomi masyarakat sangat terpukul
Malam tahun baru geliat ekonomi di kabupaten terlihat lesu tidak seperti tahun-tahun lalu",negatif
Di ganti aja..pak..gubenurnya drpd nggak mau dukung program kebijakan moneter di indonesia,positif
Bukan gak ada permintaan tapi terhalang oleh bi checking.. andai bi checking bisa di hapuskan pasti tuh duit gak lama ludes😂😂😂😂😂,negatif
Temanku butuh dana untuk buka usaha jual obat pertanian tapi tidak dikasih oleh bank walaupun minjem dibawah 100 JT 🥴,negatif
Ganti/pecat direktur dan direksi Bank BUMN bermasalah yg kerja tak becus,negatif
Uang di Himbara sangat kecil porsinya disalurkan ke pelaku usaha mikro termasuk petani. Dengan dalih khawatir resiko macet...mrk lebih nyaman melayani pengusaha besar dan bonafid. Bank banyak akal-akalan... contohnya untuk KUR. Dalam ketentuan nilai kredit sampai 100 jt tanpa agunan... faktanya tetap diminta agunan. Kemudian dibatasi Maksimal 3 tahun saja... selebihnya ditawari kredit bunga komersil.,negatif
Tau gaak pak purbaya..masih ada bank bank yang di desa desa mengaku UANG UTK KUR UMKM SUDAH HABIS....berbanding terbalik yang pak purbaya sampai kan,negatif
"Org bank nya bikin syarat nya makin ketat, selektif. Paling yg nikmatin menengah atas. Menengah bwh ttp aja meriyang.",negatif
200 T jembut lah...pengajuan kredit 100 JT aja di persulit padahal pakai agunan yg nilainya lebih dari 200 JT...jembutttttt 😤😤👎👎😤😤👎👎,negatif
NKRI kuat rakyat sejahtera merdeka 🤲,positif
Pak Purbaya ambil balik 200 T,positif
Banyak ekonom dari awal sudah memperingatkan soal ini,negatif
Org2 yg uda terlanjur pinjam sblmnya.. yg susah bayar krn keadaan ekonomi..krn memang keadaan negara ekonominya tdk baik ..skrg malah mau di lelang jaminannya. Itu jg di bantu krn memang smua tau bahwa keadaan ekonomi tdk bagus.,negatif
Klo Sektor riil busuk... Mau diguyur ampe basah kuyub ya ttp nggak bisa gerak.. Hahaha.... Mkanya para mafia penghambat ekonomi tu gebukin satu2... Kalo berani sih...wkwkwk....,positif
BI memang bekerja utk bank sentral dunia.. beruntung punya presiden & menteri keuangan yg tegas.. SIKAT musuh dalam selimut,positif
